ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT,Region,TimePeriod,Dataset
793,14194150,"Hat-shapes, plaited or made by assembling strips of any material (excluding those blocked to shape, those with made brims, those lined or trimmed)","42,284","245,080","360,669","1,095,140",0,0,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
794,14194230,"Felt hats and other felt headgear, made from hat bodies or hoods and plateaux","532,672","3,112,140","1,643,679","4,446,190","47,830","1,571,857",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
795,14194250,"Hats and other headgear, plaited or made by assembling strips of any material","1,770,694","7,518,350","8,031,777","15,380,720","354,221","7,260,429",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
796,14194270,"Hats and other headgear, knitted or crocheted or made-up from lace, felt or other textile fabric in the piece (but not in strips); hair-nets of any material",:,"90,185,560",:,"201,549,980","1,357,823","19,075,593",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
797,14194300,"Other headgear (except headgear of rubber or of plastics, safety headgear and asbestos headgear); headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",:,"16,282,670",:,"31,327,510",:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
798,14201030,"Articles of apparel and clothing accessories, of furskins (excluding hats and headgear)",:,"18,016,790",:,"44,852,790",:,"747,145",:,UnitedKingdom,YearOf2017,PRODCOM 2017
799,14201090,"Articles of furskin (excluding apparel, clothing accessories, hats and headgear)",:,"4,421,200",:,"7,418,690",:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
800,14311033,"Panty hose and tights, of knitted or crocheted synthetic fibres, measuring per single yarn < 67 decitex","10,096,341","8,215,120","47,683,677","58,270,280",:,:,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
801,14311035,"Panty hose and tights, of knitted or crocheted synthetic fibres, measuring per single yarn >= 67 decitex","929,139","1,750,620","8,134,158","17,638,270","1,403,902","3,910,251",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
802,14311037,"Pantyhose and tights of textile materials, knitted or crocheted (excl. graduated compression hosiery, those of synthetic fibres and hosiery for babies)","5,159,477","7,893,260","45,614,543","34,882,990","29,923","151,710",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
803,14311050,"Women¿s full-length or knee-length knitted or crocheted hosiery, measuring per single yarn < 67 decitex","278,818","720,380","11,479,858","10,507,690",:,:,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
804,14311090,"Knitted or crocheted hosiery and footwear (including socks; excluding women¿s full-length/knee-length hosiery, measuring <67decitex, panty-hose and tights, footwear with applied soles)",:,"115,849,380",:,"449,943,000","15,251,131","32,914,324",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
805,14391031,"Men¿s or boys¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of wool or fine animal hair (excluding jerseys and pullovers containing >= 50 % of wool and weighing >= 600 g)","2,546,415","62,074,790","8,727,542","127,102,570","538,226","34,604,811",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
806,14391032,"Women¿s or girls¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of wool or fine animal hair (excluding jerseys and pullovers containing >= 50 % of wool and weighing >= 600 g)","2,734,125","84,027,630","9,178,458","184,416,270","292,516","33,647,781",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
807,14391033,"Jerseys and pullovers, containing >= 50 % by weight of wool and weighing >= 600 g per article","868,875","30,636,390","2,188,201","40,923,190","216,209","14,453,557",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
808,14391053,"Lightweight fine knit roll, polo or turtle neck jumpers and pullovers, of cotton","3,862,352","42,890,670","8,074,605","56,417,330",0,0,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
809,14391055,"Lightweight fine knit roll, polo or turtle neck jumpers and pullovers, of man-made fibres","3,415,580","24,350,980","8,340,784","50,848,460","220,217","1,222,809",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
810,14391061,"Men¿s or boys¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of cotton (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","17,603,305","149,786,480","66,636,428","486,571,260","128,494","5,492,375",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
811,14391062,"Women¿s or girls¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of cotton (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","17,129,866","132,936,400","71,037,040","408,067,780","4,879,033","33,899,871",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
812,14391071,"Men¿s or boys¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of man-made fibres (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","12,938,254","66,806,180","48,584,726","252,071,330","480,754","5,106,825",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
813,14391072,"Women¿s or girls¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of man-made fibres (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","29,898,290","138,049,880","136,255,383","693,958,600","6,503,142","60,964,787",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
814,14391090,"Jerseys, pullovers, sweatshirts, waistcoats and cardigans, of textile materials (excluding those of wool or fine animal hair, cotton, man-made fibres)","8,028,517","25,982,910","16,695,684","59,341,040",:,:,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
815,15111030,"Tanned or dressed whole furskins, not assembled, of rabbit, hare or lamb","17,024","594,460","294,347","5,237,970",:,:,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
816,15111050,"Tanned or dressed furskins or skins (excluding rabbit, hare or lamb)",:,"13,633,470",:,"8,673,820",:,0,:,UnitedKingdom,YearOf2017,PRODCOM 2017
817,15112100,Chamois leather and combination chamois leather,:,"3,006,880",:,"3,371,850",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
818,15112200,Patent leather; patent laminated leather and metallised leather,:,"79,050",:,"1,463,480",0,0,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
819,15113100,"Leather, of bovine animals, without hair, whole","6,657,700","68,726,340","2,454,800","55,368,380","5,684,912","15,869,141",kg,UnitedKingdom,YearOf2017,PRODCOM 2017
820,15113200,"Leather, of bovine animals, without hair, not whole","5,012,200","113,678,820","3,317,500","56,934,710","9,593,122","262,479,610",kg,UnitedKingdom,YearOf2017,PRODCOM 2017
821,15113300,"Leather, of equine animals, without hair","361,900","4,474,020","1,220,600","19,446,500",0,0,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
822,15114130,"Sheep or lamb skin leather without wool on, tanned but not further prepared (excluding chamois leather)","1,147,700","2,223,060","102,600","3,134,800",:,:,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
823,15114150,"Sheep or lamb skin leather without wool on, parchment-dressed or prepared after tanning (excluding chamois, patent, patent laminated leather and metallised leather)",:,"9,253,930",:,"1,721,140",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
824,15114230,Goat or kid skin leather without hair on; tanned or pre-tanned but not further prepared (excluding chamois leather),"61,800","586,100","75,300","696,350",0,0,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
825,15114250,"Goat or kid skin leather without hair on, parchment-dressed or prepared after tanning (excluding chamois leather, patent leather, patent laminated leather and metallised leather)",:,"1,951,050",:,"716,720",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
826,15114330,"Leather of swine without hair on, tanned but not further prepared",0,80,"3,000","85,700",0,0,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
827,15114350,Leather of swine without hair on; parchment-dressed or prepared after tanning (excluding patent leather; patent laminated leather and metallised leather),:,530,:,"1,029,130",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
828,15115100,"Leather of other animals, without hair on","2,881,600","6,258,780","28,800","1,129,990",0,0,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
829,15115200,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strips",:,"27,828,650",:,"1,271,280",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
830,15121100,"Saddlery and harness for any animal made from any material (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
831,15121110,"Saddlery and harness for any animal made from any material (including riding whips and crops and their parts, traces, leads, kneepads, muzzles, saddle cloths, dog coats,",:,:,:,:,:,"36,428,759",:,UnitedKingdom,YearOf2017,PRODCOM 2017
832,15121210,"Trunks, suitcases, vanity cases, briefcases, school satchels and similar containers of leather, composition leather, patent leather, plastics, textile materials, aluminium or other materials",:,"144,814,340",:,"387,331,780","907,462","28,451,983",p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
833,15121220,"Handbags of leather, composition leather, patent leather, plastic sheeting, textile materials or other materials (including those without a handle)","28,633,363","312,321,220","93,556,203","1,083,536,800","168,738",:,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
834,15121230,Articles normally carried in pocket or handbag,:,"78,337,130",:,"304,762,100",:,"8,333,809",:,UnitedKingdom,YearOf2017,PRODCOM 2017
835,15121250,"Cases and containers, n.e.c.",:,"232,740,550",:,"763,168,720",:,"26,766,058",:,UnitedKingdom,YearOf2017,PRODCOM 2017
836,15121270,Travel sets for personal toilet; sewing; or shoe or clothes cleaning (excluding manicure sets),:,"4,805,760",:,"18,799,980",0,0,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
837,15121300,"Watch straps, bands, bracelets and parts thereof (including of leather, composition leather or plastic; excluding of precious metal, metal or base metal clad/plated with precious metal)",:,"9,861,640",:,"22,226,370",0,0,p/st,UnitedKingdom,YearOf2017,PRODCOM 2017
838,15121930,Articles of leather or composition leather of a kind used in machinery or mechanical appliances or for other technical uses,"200,000","6,856,450","117,500","4,405,200",:,"2,372,615",kg,UnitedKingdom,YearOf2017,PRODCOM 2017
839,15121960,"Articles of leather or of composition leather, n.e.c.",:,"11,285,120",:,"57,588,110",:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
840,15201100,"Waterproof footwear, with uppers in rubber or plastics (excluding incorporating a protective metal toecap)","970,881","21,111,210","6,903,916","53,619,420","450,776","3,091,243",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
841,15201210,"Sandals with rubber or plastic outer soles and uppers (including thong-type sandals, flip flops)","11,516,714","51,605,010","40,453,014","168,501,980",:,:,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
842,15201231,Town footwear with rubber or plastic uppers,"60,085,488","174,779,600","140,873,104","654,843,600","117,821","547,526",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
843,15201237,"Slippers and other indoor footwear with rubber or plastic outer soles and plastic uppers (including bedroom and dancing slippers, mules)","18,804,726","7,544,660","22,573,822","9,539,120","1,272","38,783",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
844,15201330,Footwear with a wooden base and leather uppers (including clogs) (excluding with an inner sole or a protective metal toe-cap),"231,565","28,313,650","1,808,707","34,617,160",0,0,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
845,15201351,"Men¿s town footwear with leather uppers (including boots and shoes; excluding waterproof footwear, footwear with a protective metal toe-cap)","7,807,694","323,400,060","28,188,282","664,629,600","1,149,943","155,977,734",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
846,15201352,"Women¿s town footwear with leather uppers (including boots and shoes; excluding waterproof footwear, footwear with a protective metal toe-cap)","8,899,138","291,090,450","40,088,340","920,493,290","1,362,905","74,359,793",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
847,15201353,"Children¿s town footwear with leather uppers (including boots and shoes; excluding waterproof footwear, footwear with a protective metal toe-cap)","4,472,656","70,173,240","17,786,928","281,528,210","34,775","411,786",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
848,15201361,"Men¿s sandals with leather uppers (including thong type sandals, flip flops)","1,279,153","18,058,620","975,683","28,294,820","3,610","122,053",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
849,15201362,"Women¿s sandals with leather uppers (including thong type sandals, flip flops)","2,025,225","86,078,160","8,150,518","176,891,000","335,856","15,840,624",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
850,15201363,"Children¿s sandals with leather uppers (including thong type sandals, flip flops)","265,905","11,410,670","971,200","10,734,380",0,0,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
851,15201370,"Slippers and other indoor footwear with rubber, plastic or leather outer soles and leather uppers (including dancing and bedroom slippers, mules)","832,843","10,803,700","6,173,723","21,606,640","372,278","6,880,582",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
852,15201380,"Footwear with wood, cork or other outer soles and leather uppers (excluding outer soles of rubber, plastics or leather)","5,254,941","16,991,600","11,518,577","39,338,990",0,0,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
853,15201444,"Slippers and other indoor footwear (including dancing and bedroom slippers, mules) with uppers of textile materials","8,776,228","30,545,210","61,437,833","139,567,580","357,659","13,772,571",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
854,15201445,"Footwear with rubber, plastic or leather outer soles and textile uppers (excluding slippers and other indoor footwear, sports footwear)","31,517,811","218,476,910","111,856,419","837,533,230","67,156","970,719",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
855,15201446,"Footwear with textile uppers (excluding slippers and other indoor footwear as well as footwear with outer soles of rubber, plastics, leather or composition leather)","6,258,956","35,754,530","14,431,724","58,820,050",:,"100,380",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
856,15202100,"Sports footwear with rubber or plastic outer soles and textile uppers (including tennis shoes, basketball shoes, gym shoes, training shoes and the like)","7,697,128","219,811,580","40,408,610","769,043,850","1,056","27,376",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
857,15202900,"Other sports footwear, except snow-ski footwear and skating boots","11,649,098","148,668,400","13,482,607","264,145,400",:,:,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
858,15203120,"Footwear (including waterproof footwear), incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics","921,361","6,823,850","2,623,694","28,476,100",0,0,pa,UnitedKingdom,YearOf2017,PRODCOM 2017
859,15203150,"Footwear with rubber, plastic or leather outer soles and leather uppers, and with a protective metal toe-cap","1,319,619","19,154,270","9,421,663","163,242,340","65,786","1,368,816",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
860,15203200,"Wooden footwear, miscellaneous special footwear and other footwear n.e.c.","3,069,077","51,618,760","19,667,447","79,803,100",772,"17,110",pa,UnitedKingdom,YearOf2017,PRODCOM 2017
861,15204020,Leather uppers and parts thereof of footwear (excluding stiffeners),:,"244,510",:,"31,226,970",:,"2,861,966",:,UnitedKingdom,YearOf2017,PRODCOM 2017
862,15204050,"Uppers and parts thereof of footwear (excluding stiffeners, of leather)",:,"997,000",:,"2,658,260",:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
863,15204080,Parts of footwear (excluding uppers) other materials,:,"13,005,230",:,"39,422,800",:,"5,174,125",:,UnitedKingdom,YearOf2017,PRODCOM 2017
864,16101010,"Railway or tramway sleepers (cross-ties) of wood, not impregnated",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
865,16101032,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm and end-jointed or sanded",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
866,16101033,"Coniferous wood; sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm, end-jointed, sanded or planed",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
867,16101034,"Coniferous wood; sawn or chipped lengthwise, sliced or peeled, of a thickness > 6mm, planed (excluding end-jointed or sanded)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
868,16101035,"Spruce wood (Picea abies Karst.), fir wood (Abies alba Mill.)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
869,16101037,Pine wood (Pinus sylvestris L.),:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
870,16101039,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed or sanded, and spruce ""Picea abies Karst."", silver fir ""Abies alba Mill."" and pine ""Pinus sylvestris L."")",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
871,16101050,"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm (excluding coniferous and tropical woods and oak blocks, strips and friezes)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
872,16101071,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, end-jointed or planed/sanded, of a thickness > 6 mm",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
873,16101077,"Oak blocks, strips or friezes for parquet or wood block flooring, planed but not assembled (excluding continuously shaped)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
874,16101133,"Coniferous wood; sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm, end-jointed, sanded or planed",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
875,16101134,"Spruce wood (Picea abies Karst.), fir wood (Abies alba Mill.) sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm",:,"25,105,050",:,"749,991,080","1,556,826","307,536,473",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
876,16101135,"Spruce wood (Picea abies Karst.), fir wood (Abies alba Mill.) sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm, end-jointed, sanded or planed",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
877,16101136,"Pine wood (Pinus sylvestris L.) sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm",:,"14,148,160",:,"437,123,350","254,027","69,754,868",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
878,16101137,"Pine wood (Pinus sylvestris L.) sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm, end-jointed, sanded or planed",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
879,16101138,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. spruce ""Picea abies Karst."", silver fir ""Abies alba Mill."" and pine ""Pinus sylvestris L."")",:,"1,250,930",:,"166,133,940","1,015,219","202,770,712",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
880,16101139,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed or sanded, and spruce ""Picea abies Karst."", silver fir ""Abies alba Mill."" and pine ""Pinus sylvestris L."")",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
881,16101250,"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness > 6 mm (excluding coniferous and tropical woods and oak blocks, strips and friezes)",:,"15,768,130",:,"246,178,440","71,774","62,550,333",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
882,16101271,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, end-jointed or planed/sanded, of a thickness > 6 mm",:,"2,766,670",:,"80,126,150","22,691","9,521,257",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
883,16101277,"Oak blocks, strips or friezes for parquet or wood block flooring, planed but not assembled (excluding continuously shaped)",:,"165,800",:,"799,090",:,"443,725",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
884,16101300,"Railway or tramway sleepers (cross-ties) of wood, not impregnated",:,"315,980",:,"9,789,450",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
885,16102110,"Coniferous wood continuously shaped (including strips and friezes for parquet flooring, not assembled)","23,072,300","14,212,170","47,071,500","45,233,170","214,726,162","133,270,216",kg,UnitedKingdom,YearOf2017,PRODCOM 2017
886,16102150,"Non-coniferous wood continuously shaped (including strips and friezes for parquet flooring, not assembled)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
887,16102200,Wood wool; wood flour,:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
888,16102210,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like"" along any of its edges, ends or faces, whether or not planed, sanded or end-jointed","189,500","1,104,050","2,430,300","4,396,770",0,0,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
889,16102300,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like"" along any of its edges, ends or faces, whether or not planed, sanded or end-jointed (excl. coniferous wood and bamboo)","6,303,900","9,530,430","127,533,700","137,865,070","5,251,426","17,461,531",kg,UnitedKingdom,YearOf2017,PRODCOM 2017
890,16102303,Coniferous wood in chips or particles,:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
891,16102305,Non-coniferous wood in chips or particles,:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
892,16102400,Wood wool; wood flour,"530,700","930,360","6,108,300","2,542,410",:,:,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
893,16102503,Coniferous wood in chips or particles,"62,766,900","6,338,540","58,639,200","1,295,620","5,158,014","239,522,283",kg,UnitedKingdom,YearOf2017,PRODCOM 2017
894,16102505,Non-coniferous wood in chips or particles,"152,577,500","3,372,110","20,051,500","3,618,390",:,:,kg,UnitedKingdom,YearOf2017,PRODCOM 2017
895,16103116,"Wood in the rough, treated with paint, stains, creosote or other preservatives",:,"3,818,920",:,"15,076,280","872,968","62,824,096",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
896,16103200,Railway or tramway sleepers (cross-ties) of impregnated wood,:,"53,510",:,"4,322,790",:,"987,829",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
897,16103900,"Other wood in the rough, including split poles and pickets",:,"5,966,070",:,"12,152,360","31,382","6,342,181",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
898,16109100,Treatment; impregnation and preservation of wood (including seasoning and drying),:,:,:,:,:,"32,743,222",:,UnitedKingdom,YearOf2017,PRODCOM 2017
899,16211100,"Plywood, veneered panels and similar laminated wood, of bamboo",:,"1,348,120",:,"1,133,310",0,0,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
900,16211200,"Particle board, of wood",:,"28,892,670",:,"168,467,440","2,507,823","709,525,819",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
901,16211211,"Plywood consisting solely of sheets of wood (excluding of bamboo), each ply not exceeding 6 mm thickness, with at least one outer ply of tropical wood",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
902,16211214,"Plywood consisting solely of sheets of wood (excluding of bamboo), each ply not exceeding 6 mm thickness, with at least one outer ply of non-coniferous wood (excluding tropical wood)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
903,16211217,"Plywood consisting solely of sheets of wood (excluding of bamboo), each ply not exceeding 6 mm thickness (excluding products with at least one outer ply of tropical wood or non-coniferous wood)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
904,16211221,"Veneered panels and similar laminated wood with blockboard, laminboard or battenboard",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
905,16211224,"Veneered panels and similar laminated wood (excluding with blockboard, laminboard or battenboard)",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
906,16211313,"Particle board, of wood",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
907,16211316,"Oriented strand board (OSB), of wood",:,"19,518,050",:,"57,643,560",:,:,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
908,16211319,"Waferboard and similar board, of wood (excluding particle board and oriented strand board [OSB])",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
909,16211350,Particle board and similar board of ligneous materials (excluding wood),:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
910,16211419,"Waferboard and similar board, of wood (excluding particle board and oriented strand board [OSB])",:,"20,530",:,"8,051,710",0,0,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
911,16211423,"Medium density fibreboard (MDF), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a thickness not exceeding 5 mm",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
912,16211426,"Medium density fibreboard (MDF), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a thickness exceeding 5 mm but not exceeding 9 mm",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
913,16211429,"Medium density fibreboard (MDF), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a thickness exceeding 9 mm",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
914,16211443,"Fibreboard (excluding medium density fibreboard [MDF]), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a density exceeding 0,8 g/cm³",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
915,16211446,"Fibreboard (excluding medium density fibreboard [MDF]), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a density exceeding 0,5 g/cm³ but not exceeding 0,8 g/cm³",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
916,16211449,"Fibreboard of wood or other ligneous materials (excluding medium density fibreboard [MDF]), whether or not bonded with resins or other organic substances, of a density not exceeding 0,5 g/cm³",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
917,16211450,Particle board and similar board of ligneous materials (excluding wood),:,"606,000",:,"22,104,060",0,0,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
918,16211523,"Medium density fibreboard (MDF), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a thickness not exceeding 5 mm",:,"847,740",:,"46,571,710","108,469","515,587",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
919,16211526,"Medium density fibreboard (MDF), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a thickness exceeding 5 mm but not exceeding 9 mm",:,"2,741,110",:,"62,869,990","4,779,953","15,358,117",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
920,16211529,"Medium density fibreboard (MDF), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a thickness exceeding 9 mm",:,"10,099,890",:,"159,773,730","47,437,231","198,340,310",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
921,16211543,"Fibreboard (excluding medium density fibreboard [MDF]), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a density exceeding 0,8 g/cm³",:,"1,888,420",:,"70,172,430","12,475,237","59,608,519",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
922,16211546,"Fibreboard (excluding medium density fibreboard [MDF]), of wood or other ligneous materials, whether or not bonded with resins or other organic substances, of a density exceeding 0,5 g/cm³ but not exceeding 0,8 g/cm³",:,"6,883,780",:,"726,270",0,0,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
923,16211549,"Fibreboard of wood or other ligneous materials (excluding medium density fibreboard [MDF]), whether or not bonded with resins or other organic substances, of a density not exceeding 0,5 g/cm³",:,"399,850",:,"15,470,140",0,0,m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
924,16211600,"Other plywood, veneered panels and similar laminated wood, of coniferous wood",:,"8,736,510",:,"180,149,270","33,584","47,714,647",m¿,UnitedKingdom,YearOf2017,PRODCOM 2017
925,16211610,"Other plywood, veneered panels and similar laminated wood, of coniferous wood",:,:,:,:,:,:,:,UnitedKingdom,YearOf2017,PRODCOM 2017
