"Order","Level","Code","Parent","Description","Unit","Description of unit","Production type","Description of production type","References to HS/CN"
"1718996","3","08.11.11.36","08.11.11","Marble and travertine merely cut into rectangular or square blocks or slabs","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2515 12"
"1718997","3","08.11.11.50","08.11.11","Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ≥ 2,5","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2515 20"
"1718998","2","08.11.12","08.11","Granite, sandstone and other ornamental or building stone",,,,,
"1718999","3","08.11.12.33","08.11.12","Granite, crude or roughly trimmed","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2516 11"
"1719000","3","08.11.12.36","08.11.12","Granite merely cut into rectangular (including square) blocks or slabs","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2516 12"
"1719001","3","08.11.12.50","08.11.12","Sandstone","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2516 20"
"1719002","3","08.11.12.90","08.11.12","Porphyry, basalt, quartzites and other monumental or building stone, crude, roughly trimmed or merely cut (excluding calcareous monumental or building stone of a gravity ≥ 2,5, granite and sandstone)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2506 20 + 2516 90"
"1719003","2","08.11.20","08.11","Limestone and gypsum",,,,,
"1719004","3","08.11.20.30","08.11.20","Gypsum and anhydrite","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2520 10"
"1719005","3","08.11.20.50","08.11.20","Limestone flux, limestone and other calcareous stone used for the manufacture of lime or cement (excluding crushed limestone aggregate and calcareous dimension stone)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2521"
"1719006","2","08.11.30","08.11","Chalk and uncalcined dolomite",,,,,
"1719007","3","08.11.30.10","08.11.30","Chalk","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2509"
"1719008","3","08.11.30.30","08.11.30","Dolomite, crude, roughly trimmed or merely cut into rectangular or square blocks or slabs (excluding calcined or sintered dolomite, agglomerated dolomite and broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2518 10"
"1719009","2","08.11.40","08.11","Slate",,,,,
"1719010","3","08.11.40.00","08.11.40","Slate, crude, roughly trimmed or merely cut into rectangular or square blocks or slabs","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2514"
"1719011","1","08.12",,"Operation of gravel and sand pits; mining of clays and kaolin",,,,,
"1719012","2","08.12.11","08.12","Natural sands",,,,,
"1719013","3","08.12.11.50","08.12.11","Silica sands (quartz sands or industrial sands)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2505 10"
"1719014","3","08.12.11.90","08.12.11","Construction sands such as clayey sands; kaolinic sands; feldspathic sands (excluding silica sands, metal bearing sands)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2505 90"
"1719015","2","08.12.12","08.12","Granules, chippings and powder; pebbles, gravel",,,,,
"1719016","3","08.12.12.10","08.12.12","Gravel and pebbles of a kind used for concrete aggregates, for road metalling or for railway or other ballast; shingle and flint","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2517 10 10"
"1719017","3","08.12.12.30","08.12.12","Crushed stone of a kind used for concrete aggregates, for road metalling or for railway or other ballast (excluding gravel, pebbles, shingle and flint)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2517[.10(.20 + .80)]"
"1719018","3","08.12.12.50","08.12.12","Granules, chippings and powder of marble","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2517 41"
"1719019","3","08.12.12.90","08.12.12","Granules, chippings and powder of travertine, ecaussine, granite, porphyry, basalt, sandstone and other monumental stone","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2517 49"
"1719020","2","08.12.13","08.12","Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use",,,,,
"1719021","3","08.12.13.00","08.12.13","Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2517 20"
"1719022","2","08.12.21","08.12","Kaolin and other kaolinic clays",,,,,
"1719023","3","08.12.21.40","08.12.21","Kaolin","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2507 00 20"
"1719024","3","08.12.21.60","08.12.21","Kaolinitic clays (ball and plastic clays)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2507 00 80"
"1719025","2","08.12.22","08.12","Other clays, andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths",,,,,
"1719026","3","08.12.22.10","08.12.22","Bentonite","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2508 10"
"1719027","3","08.12.22.30","08.12.22","Fireclay","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2508 30"
"1719028","3","08.12.22.50","08.12.22","Common clays and shales for construction use (excluding bentonite, fireclay, expanded clays, kaolin and kaolinic clays); andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2508[.40 + .50 + .60 + .70]"
"1719029","1","08.91",,"Mining of chemical and fertiliser minerals",,,,,
"1719030","2","08.91.11","08.91","Natural calcium or aluminium calcium phosphates",,,,,
"1719031","3","08.91.11.00","08.91.11","Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2510[.10 + .20]"
"1719032","2","08.91.12","08.91","Unroasted iron pyrites; crude or unrefined sulphur",,,,,
"1719033","3","08.91.12.00","08.91.12","Unroasted iron pyrites; crude or unrefined sulphur (including recovered sulphur)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2502 + 2503 00 10"
"1719034","2","08.91.19","08.91","Other chemical and fertiliser minerals",,,,,
"1719035","3","08.91.19.00","08.91.19","Other chemical and fertiliser minerals","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2511[.10 + .20] + 2528 + 2529[.21 + .22] + 2530[.20 + .90]"
"1719036","1","08.93",,"Extraction of salt",,,,,
"1719037","2","08.93.10","08.93","Salt and pure sodium chloride; sea water",,,,,
"1719038","3","08.93.10.00","08.93.10","Salt (including denatured salt but excluding salt suitable for human consumption) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2501[.00(.31 + .51 + .99)]"
"1719039","1","08.99",,"Other mining and quarrying n.e.c.",,,,,
"1719040","2","08.99.10","08.99","Bitumen and asphalt, natural; asphaltites and asphaltic rock",,,,,
"1719041","3","08.99.10.00","08.99.10","Natural bitumen and natural asphalt; asphaltites and asphaltic rocks","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2714 90"
"1719042","2","08.99.21","08.99","Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped",,,,,
"1719043","3","08.99.21.00","08.99.21","Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped","c/k","DE: Anzahl Karat (1 metrisches Karat=2.10¯⁴ kg); EN: Carats (1 metric carat=2.10¯⁴ kg); FR: Nombre de carats (1 carat métrique=2.10¯⁴ kg)","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","7102[.10 + .31] + 7103 10"
"1719044","2","08.99.22","08.99","Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",,,,,
"1719045","3","08.99.22.00","08.99.22","Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2513[.10 + .20] + 7102 21"
"1719046","2","08.99.29","08.99","Other minerals",,,,,
"1719047","3","08.99.29.00","08.99.29","Other minerals","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","T","DE: Gesamtproduktion. Die Menge der Gesamtproduktion muss berichtet werden. Außerdem muss auch die abgesezte Produktion in Wert und Menge berichtet werden; EN: Total production. Total production should be reported by volume. In addition the sold production by value and volume should be reported; FR: Production totale. La production totale doit être déclarée en volume. En plus, la production commercialisée doit être déclarée en valeur et volume.","2504[.10 + .90] + 2506 10 + 2512 + 2519[.10 + .90(.10 + .30 + .90)] + 2524[.10 + .90] + 2525[.10 + .20 + .30] + 2526[.10 + .20] + 2529[.10 + .30] + 2530 10 + 2621 90"
"1719048","1","10.11",,"Processing and preserving of meat",,,,,
"1719049","2","10.11.11","10.11","Meat of bovine animals, fresh or chilled",,,,,
"1719050","3","10.11.11.40","10.11.11","Fresh or chilled carcases, half-carcases and quarters with bone in, of beef and veal","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0201[.10 + .20(.20 + .30 + .50)]"
"1719051","3","10.11.11.90","10.11.11","Fresh or chilled cuts, of beef and veal","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0201[.20(.90) + .30]"
"1719052","2","10.11.12","10.11","Meat of swine, fresh or chilled",,,,,
"1719053","3","10.11.12.30","10.11.12","Fresh or chilled carcases and half-carcases, of pig meat (including fresh meat packed with salt as a temporary preservative)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0203[.11(.10 + .90)]"
"1719054","3","10.11.12.50","10.11.12","Fresh or chilled hams, shoulders and cuts thereof with bone in, of pig meat (including fresh meat packed with salt as a temporary preservative)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0203[.12(.11 + .19 + .90)]"
